CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Ax				-0.4642
Gl				-1.4027
Lm				-1.2646
Mm				-0.3370
Mg				-0.6424
Pv				-0.1008
Sz				-0.2852
# NOEMA: no b1 fringe
