CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Ax              -0.480
Gl              -1.400
Lm              -1.2557
Mg              -0.6552
Mm              -0.4172
Nn              12.5
Pv              -0.106
Sz              -0.1972

# Clocks determined on:
# 101-0144 Pv-Kt
# 101-0436 Kt-Lm Kt-Gl Ax-Lm
# 101-0652 Kt-Mm Kt-Sz
# 101-0803 Kt-Mg
