CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Gl              -0.2808
Lm              -0.1365
Mg              +0.4671
Mm              +0.7053
Nn              +13.5093
Pv              +1.0301
Sz              +0.9243
