CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Ax				0.1795
Gl				-0.744
Kt				0.658
Lm				-0.615
Mm				0.2935
Mg				0.0045
Pv				0.561
Sz				0.349

