CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Ax				0.184
Gl				-0.735
Kt				0.655
Ky				-6.27
Lm				-0.618
Mm				0.288
Mg				0.003
Nn				13.047
Sz				0.357

