CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Ax				0.2
Gl				-0.74
Kt				0.658
Lm				-0.614
Mm				0.321
Mg				0.018
Nn				13.04
Sz				0.358

#
# Breaks: manually..
# Lm            <todo>    at 2024y098d05h10m00s
#   clock_early = 2024y098d05h10m00s : <todo> usec : 2024y098d05h10m00s : +0.641e-12;
#

