CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Gl				-0.769
Kt				-0.487
Lm				-0.640
Mm				0.296
Mg				-0.007
Nn				13.03
Pv				0.552
Sz				0.340

